20
Alpha | Phero | Elite | Gen   | Length
  0.4 |     2 |     0   | 1 |       20
  0.4 |     2 |     0   | 2 |       25
  0.4 |     2 |     0   | 3 |       37
  0.4 |     2 |     0   | 4 |       30
  0.4 |     2 |     0   | 5 |       24
  0.4 |     2 |     0   | 6 |       37
  0.4 |     2 |     0   | 7 |       36
  0.4 |     2 |     0   | 8 |       25
  0.4 |     2 |     0   | 9 |       14
  0.4 |     2 |     1   | 1 |       28
  0.4 |     2 |     1   | 2 |       22
  0.4 |     2 |     1   | 3 |       43
  0.4 |     2 |     1   | 4 |       18
  0.4 |     2 |     1   | 5 |       31
  0.4 |     2 |     1   | 6 |       35
  0.4 |     2 |     1   | 7 |       28
  0.4 |     2 |     1   | 8 |       16
  0.4 |     2 |     1   | 9 |       36
  0.4 |     2 |     2   | 1 |       16
  0.4 |     2 |     2   | 2 |       19
  0.4 |     2 |     2   | 3 |       20
  0.4 |     2 |     2   | 4 |       22
  0.4 |     2 |     2   | 5 |       24
  0.4 |     2 |     2   | 6 |       36
  0.4 |     2 |     2   | 7 |       32
  0.4 |     2 |     2   | 8 |       19
  0.4 |     2 |     2   | 9 |       29
  0.4 |     2 |     3   | 1 |       19
  0.4 |     2 |     3   | 2 |       27
  0.4 |     2 |     3   | 3 |       20
  0.4 |     2 |     3   | 4 |       32
  0.4 |     2 |     3   | 5 |       31
  0.4 |     2 |     3   | 6 |       35
  0.4 |     2 |     3   | 7 |       37
  0.4 |     2 |     3   | 8 |       30
  0.4 |     2 |     3   | 9 |       13
  0.4 |     2 |     4   | 1 |       36
  0.4 |     2 |     4   | 2 |       40
  0.4 |     2 |     4   | 3 |       39
  0.4 |     2 |     4   | 4 |       31
  0.4 |     2 |     4   | 5 |       18
  0.4 |     2 |     4   | 6 |       31
  0.4 |     2 |     4   | 7 |       27
  0.4 |     2 |     4   | 8 |       29
  0.4 |     2 |     4   | 9 |       21
  0.6 |     0 |     0   | 1 |       29
  0.6 |     0 |     0   | 2 |       31
  0.6 |     0 |     0   | 3 |       32
  0.6 |     0 |     0   | 4 |       23
  0.6 |     0 |     0   | 5 |       16
  0.6 |     0 |     0   | 6 |       27
  0.6 |     0 |     0   | 7 |       24
  0.6 |     0 |     0   | 8 |       28
  0.6 |     0 |     0   | 9 |       36
  0.6 |     0 |     1   | 1 |       25
  0.6 |     0 |     1   | 2 |       20
  0.6 |     0 |     1   | 3 |       33
  0.6 |     0 |     1   | 4 |       20
  0.6 |     0 |     1   | 5 |       14
  0.6 |     0 |     1   | 6 |       34
  0.6 |     0 |     1   | 7 |       33
  0.6 |     0 |     1   | 8 |       26
  0.6 |     0 |     1   | 9 |       30
  0.6 |     0 |     2   | 1 |       21
  0.6 |     0 |     2   | 2 |       27
  0.6 |     0 |     2   | 3 |       24
  0.6 |     0 |     2   | 4 |       22
  0.6 |     0 |     2   | 5 |       37
  0.6 |     0 |     2   | 6 |       27
  0.6 |     0 |     2   | 7 |       23
  0.6 |     0 |     2   | 8 |       34
  0.6 |     0 |     2   | 9 |       16
  0.6 |     0 |     3   | 1 |       25
  0.6 |     0 |     3   | 2 |       17
  0.6 |     0 |     3   | 3 |       28
  0.6 |     0 |     3   | 4 |       28
  0.6 |     0 |     3   | 5 |       31
  0.6 |     0 |     3   | 6 |       20
  0.6 |     0 |     3   | 7 |       26
  0.6 |     0 |     3   | 8 |       29
  0.6 |     0 |     3   | 9 |       33
  0.6 |     0 |     4   | 1 |       25
  0.6 |     0 |     4   | 2 |       28
  0.6 |     0 |     4   | 3 |       23
  0.6 |     0 |     4   | 4 |       26
  0.6 |     0 |     4   | 5 |       25
  0.6 |     0 |     4   | 6 |       24
  0.6 |     0 |     4   | 7 |       34
  0.6 |     0 |     4   | 8 |       41
  0.6 |     0 |     4   | 9 |       20
  0.6 |   0.5 |     0   | 1 |       29
  0.6 |   0.5 |     0   | 2 |       15
  0.6 |   0.5 |     0   | 3 |       21
  0.6 |   0.5 |     0   | 4 |       32
  0.6 |   0.5 |     0   | 5 |       21
  0.6 |   0.5 |     0   | 6 |       26
  0.6 |   0.5 |     0   | 7 |       23
  0.6 |   0.5 |     0   | 8 |       18
  0.6 |   0.5 |     0   | 9 |       31
  0.6 |   0.5 |     1   | 1 |       26
  0.6 |   0.5 |     1   | 2 |       24
  0.6 |   0.5 |     1   | 3 |       34
  0.6 |   0.5 |     1   | 4 |       19
  0.6 |   0.5 |     1   | 5 |       29
  0.6 |   0.5 |     1   | 6 |       16
  0.6 |   0.5 |     1   | 7 |       30
  0.6 |   0.5 |     1   | 8 |       28
  0.6 |   0.5 |     1   | 9 |       23
  0.6 |   0.5 |     2   | 1 |       32
  0.6 |   0.5 |     2   | 2 |       11
  0.6 |   0.5 |     2   | 3 |       27
  0.6 |   0.5 |     2   | 4 |       19
  0.6 |   0.5 |     2   | 5 |       18
  0.6 |   0.5 |     2   | 6 |       17
  0.6 |   0.5 |     2   | 7 |       14
  0.6 |   0.5 |     2   | 8 |       20
  0.6 |   0.5 |     2   | 9 |       29
  0.6 |   0.5 |     3   | 1 |       29
  0.6 |   0.5 |     3   | 2 |       34
  0.6 |   0.5 |     3   | 3 |       24
  0.6 |   0.5 |     3   | 4 |       35
  0.6 |   0.5 |     3   | 5 |       15
  0.6 |   0.5 |     3   | 6 |       21
  0.6 |   0.5 |     3   | 7 |       21
  0.6 |   0.5 |     3   | 8 |       29
  0.6 |   0.5 |     3   | 9 |       18
  0.6 |   0.5 |     4   | 1 |       37
  0.6 |   0.5 |     4   | 2 |       36
  0.6 |   0.5 |     4   | 3 |       29
  0.6 |   0.5 |     4   | 4 |       32
  0.6 |   0.5 |     4   | 5 |       24
  0.6 |   0.5 |     4   | 6 |       21
  0.6 |   0.5 |     4   | 7 |       26
  0.6 |   0.5 |     4   | 8 |       29
  0.6 |   0.5 |     4   | 9 |       23
  0.6 |     1 |     0   | 1 |       37
  0.6 |     1 |     0   | 2 |       29
  0.6 |     1 |     0   | 3 |       34
  0.6 |     1 |     0   | 4 |       27
  0.6 |     1 |     0   | 5 |       30
  0.6 |     1 |     0   | 6 |       30
  0.6 |     1 |     0   | 7 |       32
  0.6 |     1 |     0   | 8 |       33
  0.6 |     1 |     0   | 9 |       26
  0.6 |     1 |     1   | 1 |       26
  0.6 |     1 |     1   | 2 |       24
  0.6 |     1 |     1   | 3 |       21
  0.6 |     1 |     1   | 4 |       16
  0.6 |     1 |     1   | 5 |       20
  0.6 |     1 |     1   | 6 |       32
  0.6 |     1 |     1   | 7 |       18
  0.6 |     1 |     1   | 8 |       29
  0.6 |     1 |     1   | 9 |       32
  0.6 |     1 |     2   | 1 |       29
  0.6 |     1 |     2   | 2 |       18
  0.6 |     1 |     2   | 3 |       18
  0.6 |     1 |     2   | 4 |       36
  0.6 |     1 |     2   | 5 |       18
  0.6 |     1 |     2   | 6 |       26
  0.6 |     1 |     2   | 7 |       20
  0.6 |     1 |     2   | 8 |       21
  0.6 |     1 |     2   | 9 |       20
  0.6 |     1 |     3   | 1 |       38
  0.6 |     1 |     3   | 2 |       38
  0.6 |     1 |     3   | 3 |       22
  0.6 |     1 |     3   | 4 |       46
  0.6 |     1 |     3   | 5 |       27
  0.6 |     1 |     3   | 6 |       25
  0.6 |     1 |     3   | 7 |       31
  0.6 |     1 |     3   | 8 |       30
  0.6 |     1 |     3   | 9 |       18
  0.6 |     1 |     4   | 1 |       12
  0.6 |     1 |     4   | 2 |       12
  0.6 |     1 |     4   | 3 |       23
  0.6 |     1 |     4   | 4 |       24
  0.6 |     1 |     4   | 5 |       24
  0.6 |     1 |     4   | 6 |       28
  0.6 |     1 |     4   | 7 |       43
  0.6 |     1 |     4   | 8 |       24
  0.6 |     1 |     4   | 9 |       20
  0.6 |   1.5 |     0   | 1 |       21
  0.6 |   1.5 |     0   | 2 |       17
  0.6 |   1.5 |     0   | 3 |       19
  0.6 |   1.5 |     0   | 4 |       27
  0.6 |   1.5 |     0   | 5 |       26
  0.6 |   1.5 |     0   | 6 |       22
  0.6 |   1.5 |     0   | 7 |       26
  0.6 |   1.5 |     0   | 8 |       20
  0.6 |   1.5 |     0   | 9 |       31
  0.6 |   1.5 |     1   | 1 |       15
  0.6 |   1.5 |     1   | 2 |       36
  0.6 |   1.5 |     1   | 3 |       39
  0.6 |   1.5 |     1   | 4 |       24
  0.6 |   1.5 |     1   | 5 |       28
  0.6 |   1.5 |     1   | 6 |       27
  0.6 |   1.5 |     1   | 7 |       24
  0.6 |   1.5 |     1   | 8 |       29
  0.6 |   1.5 |     1   | 9 |       22
  0.6 |   1.5 |     2   | 1 |       23
  0.6 |   1.5 |     2   | 2 |       32
  0.6 |   1.5 |     2   | 3 |       30
  0.6 |   1.5 |     2   | 4 |       37
  0.6 |   1.5 |     2   | 5 |       24
  0.6 |   1.5 |     2   | 6 |       21
  0.6 |   1.5 |     2   | 7 |       15
  0.6 |   1.5 |     2   | 8 |       34
  0.6 |   1.5 |     2   | 9 |       29
  0.6 |   1.5 |     3   | 1 |       33
  0.6 |   1.5 |     3   | 2 |       18
  0.6 |   1.5 |     3   | 3 |       30
  0.6 |   1.5 |     3   | 4 |       20
  0.6 |   1.5 |     3   | 5 |       29
  0.6 |   1.5 |     3   | 6 |       22
  0.6 |   1.5 |     3   | 7 |       38
  0.6 |   1.5 |     3   | 8 |       23
  0.6 |   1.5 |     3   | 9 |       15
  0.6 |   1.5 |     4   | 1 |       37
  0.6 |   1.5 |     4   | 2 |       23
  0.6 |   1.5 |     4   | 3 |       23
  0.6 |   1.5 |     4   | 4 |       27
  0.6 |   1.5 |     4   | 5 |       23
  0.6 |   1.5 |     4   | 6 |       24
  0.6 |   1.5 |     4   | 7 |       20
  0.6 |   1.5 |     4   | 8 |       41
  0.6 |   1.5 |     4   | 9 |       37
  0.6 |     2 |     0   | 1 |       22
  0.6 |     2 |     0   | 2 |       33
  0.6 |     2 |     0   | 3 |       39
  0.6 |     2 |     0   | 4 |       31
  0.6 |     2 |     0   | 5 |       12
  0.6 |     2 |     0   | 6 |       33
  0.6 |     2 |     0   | 7 |       27
  0.6 |     2 |     0   | 8 |       24
  0.6 |     2 |     0   | 9 |       23
  0.6 |     2 |     1   | 1 |       25
  0.6 |     2 |     1   | 2 |       20
  0.6 |     2 |     1   | 3 |       16
  0.6 |     2 |     1   | 4 |       38
  0.6 |     2 |     1   | 5 |       30
  0.6 |     2 |     1   | 6 |       21
  0.6 |     2 |     1   | 7 |       46
  0.6 |     2 |     1   | 8 |       23
  0.6 |     2 |     1   | 9 |       38
  0.6 |     2 |     2   | 1 |       27
  0.6 |     2 |     2   | 2 |       19
  0.6 |     2 |     2   | 3 |       24
  0.6 |     2 |     2   | 4 |       32
  0.6 |     2 |     2   | 5 |       39
  0.6 |     2 |     2   | 6 |       22
  0.6 |     2 |     2   | 7 |       29
  0.6 |     2 |     2   | 8 |       43
  0.6 |     2 |     2   | 9 |       23
  0.6 |     2 |     3   | 1 |       30
  0.6 |     2 |     3   | 2 |       30
  0.6 |     2 |     3   | 3 |       19
  0.6 |     2 |     3   | 4 |       29
  0.6 |     2 |     3   | 5 |       29
  0.6 |     2 |     3   | 6 |       18
  0.6 |     2 |     3   | 7 |       34
  0.6 |     2 |     3   | 8 |       24
  0.6 |     2 |     3   | 9 |       21
  0.6 |     2 |     4   | 1 |       44
  0.6 |     2 |     4   | 2 |       16
  0.6 |     2 |     4   | 3 |       21
  0.6 |     2 |     4   | 4 |       18
  0.6 |     2 |     4   | 5 |       13
  0.6 |     2 |     4   | 6 |       27
  0.6 |     2 |     4   | 7 |       23
  0.6 |     2 |     4   | 8 |       17
  0.6 |     2 |     4   | 9 |       26
  0.8 |     0 |     0   | 1 |       27
  0.8 |     0 |     0   | 2 |       32
  0.8 |     0 |     0   | 3 |       42
  0.8 |     0 |     0   | 4 |       17
  0.8 |     0 |     0   | 5 |       23
  0.8 |     0 |     0   | 6 |       28
  0.8 |     0 |     0   | 7 |       25
  0.8 |     0 |     0   | 8 |       40
  0.8 |     0 |     0   | 9 |       19
  0.8 |     0 |     1   | 1 |       35
  0.8 |     0 |     1   | 2 |       20
  0.8 |     0 |     1   | 3 |       21
  0.8 |     0 |     1   | 4 |       19
  0.8 |     0 |     1   | 5 |       30
  0.8 |     0 |     1   | 6 |       27
  0.8 |     0 |     1   | 7 |       40
  0.8 |     0 |     1   | 8 |       24
  0.8 |     0 |     1   | 9 |       19
  0.8 |     0 |     2   | 1 |       17
  0.8 |     0 |     2   | 2 |       37
  0.8 |     0 |     2   | 3 |       25
  0.8 |     0 |     2   | 4 |       29
  0.8 |     0 |     2   | 5 |       35
  0.8 |     0 |     2   | 6 |       10
  0.8 |     0 |     2   | 7 |       15
  0.8 |     0 |     2   | 8 |       31
  0.8 |     0 |     2   | 9 |       12
  0.8 |     0 |     3   | 1 |       27
  0.8 |     0 |     3   | 2 |       19
  0.8 |     0 |     3   | 3 |       21
  0.8 |     0 |     3   | 4 |       18
  0.8 |     0 |     3   | 5 |       27
  0.8 |     0 |     3   | 6 |       28
  0.8 |     0 |     3   | 7 |       24
  0.8 |     0 |     3   | 8 |       19
  0.8 |     0 |     3   | 9 |       14
  0.8 |     0 |     4   | 1 |       39
  0.8 |     0 |     4   | 2 |       23
  0.8 |     0 |     4   | 3 |       26
  0.8 |     0 |     4   | 4 |       41
  0.8 |     0 |     4   | 5 |       23
  0.8 |     0 |     4   | 6 |       37
  0.8 |     0 |     4   | 7 |       27
  0.8 |     0 |     4   | 8 |       11
  0.8 |     0 |     4   | 9 |       35
  0.8 |   0.5 |     0   | 1 |       11
  0.8 |   0.5 |     0   | 2 |       31
  0.8 |   0.5 |     0   | 3 |       21
  0.8 |   0.5 |     0   | 4 |       25
  0.8 |   0.5 |     0   | 5 |       32
  0.8 |   0.5 |     0   | 6 |       23
  0.8 |   0.5 |     0   | 7 |       36
  0.8 |   0.5 |     0   | 8 |       18
  0.8 |   0.5 |     0   | 9 |       24
  0.8 |   0.5 |     1   | 1 |       16
  0.8 |   0.5 |     1   | 2 |       23
  0.8 |   0.5 |     1   | 3 |       22
  0.8 |   0.5 |     1   | 4 |       24
  0.8 |   0.5 |     1   | 5 |       12
  0.8 |   0.5 |     1   | 6 |       19
  0.8 |   0.5 |     1   | 7 |       34
  0.8 |   0.5 |     1   | 8 |       16
  0.8 |   0.5 |     1   | 9 |       21
  0.8 |   0.5 |     2   | 1 |       25
  0.8 |   0.5 |     2   | 2 |       23
  0.8 |   0.5 |     2   | 3 |       17
  0.8 |   0.5 |     2   | 4 |       19
  0.8 |   0.5 |     2   | 5 |       26
  0.8 |   0.5 |     2   | 6 |       23
  0.8 |   0.5 |     2   | 7 |       32
  0.8 |   0.5 |     2   | 8 |       18
  0.8 |   0.5 |     2   | 9 |       20
  0.8 |   0.5 |     3   | 1 |       26
  0.8 |   0.5 |     3   | 2 |       31
  0.8 |   0.5 |     3   | 3 |       26
  0.8 |   0.5 |     3   | 4 |       42
  0.8 |   0.5 |     3   | 5 |       27
  0.8 |   0.5 |     3   | 6 |       24
  0.8 |   0.5 |     3   | 7 |       24
  0.8 |   0.5 |     3   | 8 |       23
  0.8 |   0.5 |     3   | 9 |       30
  0.8 |   0.5 |     4   | 1 |       28
  0.8 |   0.5 |     4   | 2 |       26
  0.8 |   0.5 |     4   | 3 |       40
  0.8 |   0.5 |     4   | 4 |       21
  0.8 |   0.5 |     4   | 5 |       31
  0.8 |   0.5 |     4   | 6 |       24
  0.8 |   0.5 |     4   | 7 |       30
  0.8 |   0.5 |     4   | 8 |       23
  0.8 |   0.5 |     4   | 9 |       24
  0.8 |     1 |     0   | 1 |       33
  0.8 |     1 |     0   | 2 |       29
  0.8 |     1 |     0   | 3 |       30
  0.8 |     1 |     0   | 4 |       18
  0.8 |     1 |     0   | 5 |       26
  0.8 |     1 |     0   | 6 |       21
  0.8 |     1 |     0   | 7 |       20
  0.8 |     1 |     0   | 8 |       29
  0.8 |     1 |     0   | 9 |       28
  0.8 |     1 |     1   | 1 |       25
  0.8 |     1 |     1   | 2 |       31
  0.8 |     1 |     1   | 3 |       18
  0.8 |     1 |     1   | 4 |       24
  0.8 |     1 |     1   | 5 |       18
  0.8 |     1 |     1   | 6 |       25
  0.8 |     1 |     1   | 7 |       12
  0.8 |     1 |     1   | 8 |       18
  0.8 |     1 |     1   | 9 |       22
  0.8 |     1 |     2   | 1 |       16
  0.8 |     1 |     2   | 2 |       32
  0.8 |     1 |     2   | 3 |       23
  0.8 |     1 |     2   | 4 |       31
  0.8 |     1 |     2   | 5 |       16
  0.8 |     1 |     2   | 6 |       23
  0.8 |     1 |     2   | 7 |       26
  0.8 |     1 |     2   | 8 |       23
  0.8 |     1 |     2   | 9 |       27
  0.8 |     1 |     3   | 1 |       39
  0.8 |     1 |     3   | 2 |       18
  0.8 |     1 |     3   | 3 |       40
  0.8 |     1 |     3   | 4 |       24
  0.8 |     1 |     3   | 5 |       30
  0.8 |     1 |     3   | 6 |       26
  0.8 |     1 |     3   | 7 |       31
  0.8 |     1 |     3   | 8 |       27
  0.8 |     1 |     3   | 9 |       16
  0.8 |     1 |     4   | 1 |       19
  0.8 |     1 |     4   | 2 |       27
  0.8 |     1 |     4   | 3 |       29
  0.8 |     1 |     4   | 4 |       27
  0.8 |     1 |     4   | 5 |       16
  0.8 |     1 |     4   | 6 |       25
  0.8 |     1 |     4   | 7 |       12
  0.8 |     1 |     4   | 8 |       24
  0.8 |     1 |     4   | 9 |       16
  0.8 |   1.5 |     0   | 1 |       30
  0.8 |   1.5 |     0   | 2 |       11
  0.8 |   1.5 |     0   | 3 |       33
  0.8 |   1.5 |     0   | 4 |       25
  0.8 |   1.5 |     0   | 5 |       23
  0.8 |   1.5 |     0   | 6 |       26
  0.8 |   1.5 |     0   | 7 |       23
  0.8 |   1.5 |     0   | 8 |       20
  0.8 |   1.5 |     0   | 9 |       24
  0.8 |   1.5 |     1   | 1 |       33
  0.8 |   1.5 |     1   | 2 |       35
  0.8 |   1.5 |     1   | 3 |       23
  0.8 |   1.5 |     1   | 4 |       39
  0.8 |   1.5 |     1   | 5 |       33
  0.8 |   1.5 |     1   | 6 |       27
  0.8 |   1.5 |     1   | 7 |       13
  0.8 |   1.5 |     1   | 8 |       19
  0.8 |   1.5 |     1   | 9 |       36
  0.8 |   1.5 |     2   | 1 |       30
  0.8 |   1.5 |     2   | 2 |       18
  0.8 |   1.5 |     2   | 3 |       34
  0.8 |   1.5 |     2   | 4 |       42
  0.8 |   1.5 |     2   | 5 |       26
  0.8 |   1.5 |     2   | 6 |       38
  0.8 |   1.5 |     2   | 7 |       19
  0.8 |   1.5 |     2   | 8 |       24
  0.8 |   1.5 |     2   | 9 |       25
  0.8 |   1.5 |     3   | 1 |       27
  0.8 |   1.5 |     3   | 2 |       17
  0.8 |   1.5 |     3   | 3 |       37
  0.8 |   1.5 |     3   | 4 |       32
  0.8 |   1.5 |     3   | 5 |       22
  0.8 |   1.5 |     3   | 6 |       17
  0.8 |   1.5 |     3   | 7 |       31
  0.8 |   1.5 |     3   | 8 |       24
  0.8 |   1.5 |     3   | 9 |       20
  0.8 |   1.5 |     4   | 1 |       32
  0.8 |   1.5 |     4   | 2 |       17
  0.8 |   1.5 |     4   | 3 |       31
  0.8 |   1.5 |     4   | 4 |       27
  0.8 |   1.5 |     4   | 5 |       32
  0.8 |   1.5 |     4   | 6 |       29
  0.8 |   1.5 |     4   | 7 |       36
  0.8 |   1.5 |     4   | 8 |       19
  0.8 |   1.5 |     4   | 9 |       25
  0.8 |     2 |     0   | 1 |       36
  0.8 |     2 |     0   | 2 |       41
  0.8 |     2 |     0   | 3 |       33
  0.8 |     2 |     0   | 4 |       21
  0.8 |     2 |     0   | 5 |       33
  0.8 |     2 |     0   | 6 |       28
  0.8 |     2 |     0   | 7 |       40
  0.8 |     2 |     0   | 8 |       23
  0.8 |     2 |     0   | 9 |       39
  0.8 |     2 |     1   | 1 |       19
  0.8 |     2 |     1   | 2 |       29
  0.8 |     2 |     1   | 3 |       32
  0.8 |     2 |     1   | 4 |       24
  0.8 |     2 |     1   | 5 |       24
  0.8 |     2 |     1   | 6 |       38
  0.8 |     2 |     1   | 7 |       31
  0.8 |     2 |     1   | 8 |       32
  0.8 |     2 |     1   | 9 |       19
  0.8 |     2 |     2   | 1 |       30
  0.8 |     2 |     2   | 2 |       34
  0.8 |     2 |     2   | 3 |       34
  0.8 |     2 |     2   | 4 |       22
  0.8 |     2 |     2   | 5 |       23
  0.8 |     2 |     2   | 6 |       25
  0.8 |     2 |     2   | 7 |       26
  0.8 |     2 |     2   | 8 |       28
  0.8 |     2 |     2   | 9 |       31
  0.8 |     2 |     3   | 1 |       28
  0.8 |     2 |     3   | 2 |       25
  0.8 |     2 |     3   | 3 |       23
  0.8 |     2 |     3   | 4 |       28
  0.8 |     2 |     3   | 5 |       37
  0.8 |     2 |     3   | 6 |       24
  0.8 |     2 |     3   | 7 |       23
  0.8 |     2 |     3   | 8 |       25
  0.8 |     2 |     3   | 9 |       16
  0.8 |     2 |     4   | 1 |       33
  0.8 |     2 |     4   | 2 |       31
  0.8 |     2 |     4   | 3 |       18
  0.8 |     2 |     4   | 4 |       32
  0.8 |     2 |     4   | 5 |       27
  0.8 |     2 |     4   | 6 |       23
  0.8 |     2 |     4   | 7 |       24
  0.8 |     2 |     4   | 8 |       31
  0.8 |     2 |     4   | 9 |       27
    1 |     0 |     0   | 1 |       34
    1 |     0 |     0   | 2 |       22
    1 |     0 |     0   | 3 |       38
    1 |     0 |     0   | 4 |       30
    1 |     0 |     0   | 5 |       36
    1 |     0 |     0   | 6 |       29
    1 |     0 |     0   | 7 |       36
    1 |     0 |     0   | 8 |       24
    1 |     0 |     0   | 9 |       35
    1 |     0 |     1   | 1 |       33
    1 |     0 |     1   | 2 |       41
    1 |     0 |     1   | 3 |       40
    1 |     0 |     1   | 4 |       42
    1 |     0 |     1   | 5 |       25
    1 |     0 |     1   | 6 |       46
    1 |     0 |     1   | 7 |       34
    1 |     0 |     1   | 8 |       45
    1 |     0 |     1   | 9 |       33
    1 |     0 |     2   | 1 |       36
    1 |     0 |     2   | 2 |       35
    1 |     0 |     2   | 3 |       26
    1 |     0 |     2   | 4 |       44
    1 |     0 |     2   | 5 |       27
    1 |     0 |     2   | 6 |       29
    1 |     0 |     2   | 7 |       46
    1 |     0 |     2   | 8 |       31
    1 |     0 |     2   | 9 |       48
    1 |     0 |     3   | 1 |       35
    1 |     0 |     3   | 2 |       30
    1 |     0 |     3   | 3 |       27
    1 |     0 |     3   | 4 |       42
    1 |     0 |     3   | 5 |       45
    1 |     0 |     3   | 6 |       39
    1 |     0 |     3   | 7 |       45
    1 |     0 |     3   | 8 |       45
    1 |     0 |     3   | 9 |       34
    1 |     0 |     4   | 1 |       26
    1 |     0 |     4   | 2 |       45
    1 |     0 |     4   | 3 |       35
    1 |     0 |     4   | 4 |       42
    1 |     0 |     4   | 5 |       42
    1 |     0 |     4   | 6 |       49
    1 |     0 |     4   | 7 |       42
    1 |     0 |     4   | 8 |       41
    1 |     0 |     4   | 9 |       40
    1 |   0.5 |     0   | 1 |       43
    1 |   0.5 |     0   | 2 |       39
    1 |   0.5 |     0   | 3 |       44
    1 |   0.5 |     0   | 4 |       46
    1 |   0.5 |     0   | 5 |       39
    1 |   0.5 |     0   | 6 |       31
    1 |   0.5 |     0   | 7 |       34
    1 |   0.5 |     0   | 8 |       39
    1 |   0.5 |     0   | 9 |       27
    1 |   0.5 |     1   | 1 |       43
    1 |   0.5 |     1   | 2 |       37
    1 |   0.5 |     1   | 3 |       37
    1 |   0.5 |     1   | 4 |       28
    1 |   0.5 |     1   | 5 |       30
    1 |   0.5 |     1   | 6 |       49
    1 |   0.5 |     1   | 7 |       33
    1 |   0.5 |     1   | 8 |       45
    1 |   0.5 |     1   | 9 |       45
    1 |   0.5 |     2   | 1 |       43
    1 |   0.5 |     2   | 2 |       48
    1 |   0.5 |     2   | 3 |       39
    1 |   0.5 |     2   | 4 |       44
    1 |   0.5 |     2   | 5 |       37
    1 |   0.5 |     2   | 6 |       31
    1 |   0.5 |     2   | 7 |       40
    1 |   0.5 |     2   | 8 |       33
    1 |   0.5 |     2   | 9 |       46
    1 |   0.5 |     3   | 1 |       35
    1 |   0.5 |     3   | 2 |       42
    1 |   0.5 |     3   | 3 |       32
    1 |   0.5 |     3   | 4 |       34
    1 |   0.5 |     3   | 5 |       38
    1 |   0.5 |     3   | 6 |       41
    1 |   0.5 |     3   | 7 |       26
    1 |   0.5 |     3   | 8 |       37
    1 |   0.5 |     3   | 9 |       40
    1 |   0.5 |     4   | 1 |       42
    1 |   0.5 |     4   | 2 |       40
    1 |   0.5 |     4   | 3 |       26
    1 |   0.5 |     4   | 4 |       46
    1 |   0.5 |     4   | 5 |       43
    1 |   0.5 |     4   | 6 |       39
    1 |   0.5 |     4   | 7 |       43
    1 |   0.5 |     4   | 8 |       34
    1 |   0.5 |     4   | 9 |       47
    1 |     1 |     0   | 1 |       43
    1 |     1 |     0   | 2 |       46
    1 |     1 |     0   | 3 |       32
    1 |     1 |     0   | 4 |       44
    1 |     1 |     0   | 5 |       41
    1 |     1 |     0   | 6 |       37
    1 |     1 |     0   | 7 |       34
    1 |     1 |     0   | 8 |       36
    1 |     1 |     0   | 9 |       50
    1 |     1 |     1   | 1 |       45
    1 |     1 |     1   | 2 |       47
    1 |     1 |     1   | 3 |       26
    1 |     1 |     1   | 4 |       35
    1 |     1 |     1   | 5 |       42
    1 |     1 |     1   | 6 |       26
    1 |     1 |     1   | 7 |       58
    1 |     1 |     1   | 8 |       44
    1 |     1 |     1   | 9 |       49
    1 |     1 |     2   | 1 |       37
    1 |     1 |     2   | 2 |       37
    1 |     1 |     2   | 3 |       47
    1 |     1 |     2   | 4 |       38
    1 |     1 |     2   | 5 |       42
    1 |     1 |     2   | 6 |       42
    1 |     1 |     2   | 7 |       49
    1 |     1 |     2   | 8 |       52
    1 |     1 |     2   | 9 |       46
    1 |     1 |     3   | 1 |       36
    1 |     1 |     3   | 2 |       40
    1 |     1 |     3   | 3 |       44
    1 |     1 |     3   | 4 |       42
    1 |     1 |     3   | 5 |       43
    1 |     1 |     3   | 6 |       40
    1 |     1 |     3   | 7 |       44
    1 |     1 |     3   | 8 |       32
    1 |     1 |     3   | 9 |       48
    1 |     1 |     4   | 1 |       40
    1 |     1 |     4   | 2 |       39
    1 |     1 |     4   | 3 |       35
    1 |     1 |     4   | 4 |       48
    1 |     1 |     4   | 5 |       36
    1 |     1 |     4   | 6 |       34
    1 |     1 |     4   | 7 |       41
    1 |     1 |     4   | 8 |       43
    1 |     1 |     4   | 9 |       42
    1 |   1.5 |     0   | 1 |       49
    1 |   1.5 |     0   | 2 |       37
    1 |   1.5 |     0   | 3 |       36
    1 |   1.5 |     0   | 4 |       37
    1 |   1.5 |     0   | 5 |       40
    1 |   1.5 |     0   | 6 |       29
    1 |   1.5 |     0   | 7 |       41
    1 |   1.5 |     0   | 8 |       37
    1 |   1.5 |     0   | 9 |       42
    1 |   1.5 |     1   | 1 |       25
    1 |   1.5 |     1   | 2 |       45
    1 |   1.5 |     1   | 3 |       44
    1 |   1.5 |     1   | 4 |       34
    1 |   1.5 |     1   | 5 |       45
    1 |   1.5 |     1   | 6 |       40
    1 |   1.5 |     1   | 7 |       32
    1 |   1.5 |     1   | 8 |       38
    1 |   1.5 |     1   | 9 |       45
    1 |   1.5 |     2   | 1 |       31
    1 |   1.5 |     2   | 2 |       36
    1 |   1.5 |     2   | 3 |       32
    1 |   1.5 |     2   | 4 |       26
    1 |   1.5 |     2   | 5 |       29
    1 |   1.5 |     2   | 6 |       27
    1 |   1.5 |     2   | 7 |       39
    1 |   1.5 |     2   | 8 |       35
    1 |   1.5 |     2   | 9 |       38
